pl_id;pl_name;tr_id;tr_name
9090127742;Lieblingssongs;414344452;Moby Dick
9090127742;Lieblingssongs;44300951;Forrest Gump (Album Version)
9090127742;Lieblingssongs;1378344252;Checks
9090127742;Lieblingssongs;1407303742;LUMBERJACK
9090127742;Lieblingssongs;1387594902;Headshots (4r da Locals)
9090127742;Lieblingssongs;1408603592;Like 34 & 8 (feat. Pooh Shiesty)
9090127742;Lieblingssongs;1384164882;The Ghost
9090127742;Lieblingssongs;5490696;Empire Ants (feat. Little Dragon)
9090127742;Lieblingssongs;93030016;Mural
9090127742;Lieblingssongs;820984762;Deep
9090127742;Lieblingssongs;1368440792;Back Together
9090127742;Lieblingssongs;848799802;Mercy Mercy Me (The Ecology)
9090127742;Lieblingssongs;549238572;Ain't No Mountain High Enough
9090127742;Lieblingssongs;1143791392;Flawed (feat. Gunna)
9090127742;Lieblingssongs;1290655012;You Got It (Remix)
9090127742;Lieblingssongs;1118235032;Organic Chances
9090127742;Lieblingssongs;1358147632;Last Minute Trips
9090127742;Lieblingssongs;74791096;Webbie Flow (U Like)
9090127742;Lieblingssongs;101422098;Live from Chattanooga
9090127742;Lieblingssongs;370426051;Go Gina
9090127742;Lieblingssongs;96404196;Bring Em Out
9090127742;Lieblingssongs;913507572;I Know
9090127742;Lieblingssongs;1406165552;Gang Pop
9090127742;Lieblingssongs;1015844292;Black Magic Hour
9090127742;Lieblingssongs;1246429332;Lose Lose
